"It includes 7 songs about imagination and love.\"";5000;come-on-a-journey-with-us-to-never-land;;AU;AUD;1398290220;1398290220;1395656779;1395698220;0;0;;
kkst1031715271;"\"Help us print Jay Besemer's  Aster to Daylily !\"";"\"Help us publish Jay Besemer's strange and delightful new chapbook,  Aster to Daylily.";200;help-us-print-jay-besemers-aster-to-daylily;;US;USD;1398448290;1398448290;1395768736;1395856290;17;1
kkst594259537;The Bean Goblin - A Hilarious Children's Picture Book;Every spring, the nasty Bean Goblin wakes up hungry and mad. He craves beans and no one better get in his way. Children's book!;1000;the-bean-goblin;;US;USD;1398448636;1398448636;1395154841;1395856636;24;0
kkst391638942;LOVE JAPAN: Canvas Installation at JAMsj;Chika's KICKSTARTER Project will donate an original digital canvas to the Japanese American Museum in San Jose, California.;15764;love-japan-canvas-installation-at-jamsj;;US;USD;1398448871;1398448903;1395379506;1395856871;5;0
kkst1021503617;Support LRMC's Imaginations Unleashed Performance!;Project Funds will cover Marketing / Production Costs for the Imaginations Unleashed Concert premiering two New Compositions!;15500;support-lrmcs-imaginations-unleashed-performance;;US;USD;1398449250;1398449250;1393622182;1395425250;64;1
kkst1592808076;"\"Japanese/International Short Film  Mtn.";A short film about life, achieving your dreams, and overcoming hardship. We all have our mountain to climb.;1300;japanese-international-short-film-mtn;;GB;GBP;1398451093;1398451093;1394802992;1395859093;41;1
kkst1728986350;Dick Hopper, Private Eye;The saga of one Private Dick's journey to complete the quest and answer the question that he's been asking since the beginning.;10000;dick-hopper-private-eye;;US;USD;1398451807;1398451807;1395276652;1395859807;100;1
kkst648043538;Cost of Living, Season 1;A comedic web series about best friends, Marisa and Jules, struggling to afford a city that no one can afford.;10000;cost-of-living-season-1;;US;USD;1398452400;1398452412;1395010568;1395791252;137;1
kkst1565827633;Hey! I'm Not Ok With That!;Hey! I'm Not Ok With That! is a children's book that teaches children how to speak out against uncomfortable touching.;1200;hey-im-not-ok-with-that;;US;USD;1398453105;1398453105;1394856094;1395861105;20;0
kkst1461613253;STACY;A short film written and directed by Tarquin Wilding and James Alex Reid. Starring Erica Dasher and Tarquin Wilding.;10000;stacy;;US;USD;1398453651;1398453652;1394672433;1395861651;38;0
kkst379969432;Bounce;An new original addictive 'pick-up-and-play' game created using 'Unity3D' development tools will be the first game of many.;10000;bounce-0;;GB;GBP;1398457105;1398457105;1394791977;1395692305;7;0
kkst1369576084;Mandala Madness;I make all of my products myself and would love more than anything to continue this, but material costs are getting higher.;100;mandala-madness;;GB;GBP;1398457382;1398457384;1395832107;1395865382;15;1
kkst648141378;My Brothers Books.;Historic Fiction, My Brothers Books published in print form. My brother is retired and has discovered his love of writing late in life;5000;my-brothers-books;;US;USD;1398457747;1398457747;1395775989;1395865747;2;0
kkst1770887439;AirHarp Ultrasonic Digital Autoharp;An open source, ultrasonic digital autoharp built as a standard MIDI controller instrument. Triggers notes on anything with MIDI input.;10000;airharp-ultrasonic-digital-autoharp;;US;USD;1398459695;1398459695;1395373205;1395867695;33;0
kkst258173759;Little Dungeon: Turtle Rock;"\"Dungeon Crawl for All! A card game of swords, monsters and LOOT! Adventurers as young as 5 and  seasoned  warriors are all welcomed.\"";8500;little-dungeon-turtle-rock;;US;USD;1398460127;1398460127;1366434515;1395868127;498;1
kkst2095128842;Pitch (AKA High, Low, Jack);I can't play Pitch (High, Low, Jack) against other people ANYWHERE on the internet? That's about to change!;;;;;;;;;;;
"-Patrick Shawn Bowley\"";3000;pitch-aka-high-low-jack;;US;USD;1398462876;1398462876;1395338405;1395870876;2;0;;
kkst995257374;The Phantom of the Opera - Animated Feature film (Canceled);Gaston Leroux's classic tale 'The Phantom of the Opera' in a stunning 2D traditional animated full feature film;250000;the-phantom-of-the-opera-animated-feature-film;;AU;AUD;1398463066;1398056743;1391214843;1395439066;111;0
kkst969343261;Twilight 7 - A Musical Atmosphere. An original 60 minute CD;"\"This is to be the first in a series of electronic Musical Atmospheres entitled  Incense for the Mind.";1000;twilight-7-a-musical-atmosphere-an-orignal-60-minu;;US;USD;1398463140;1398463140;1396648351;1397697635;0;0
kkst868637278;SmartMat: Wi-Fi floor mat that can alert mobile devices;The SmartMat is a Wi-Fi connected sensor that goes under door mats and detects the weight of people or pets and triggers actions.;15000;smartmat-wi-fi-floor-mat-that-can-alert-mobile-dev;;US;USD;1398463200;1398463211;1388949138;1395871327;91;0
kkst2097029131;PROBLEM  by MC CHUCK T original hot-spitter;,www.facebook.com/MC CHUCK T original hotspitter,60000,problem-by-mc-chuck-t-original-hot-spitter,false,US,USD,1398464130,1398464130,1375324518,1393283730,0,0;;;;;;;;;;;
kkst1842487547;Publish Genealogy Resources;Preserving History, with Genealogy Records of old Booklets(1800s) of Maine Towns & People to digital & CDs, for genealogical research.;1000;publish-genealogy-resources;;US;USD;1398465552;1398465553;1391299692;1393285152;6;0
kkst1062745860;Ew Fps Project;MMOFPS, says alot and Unique game plan.  Long term plans include Squadron Homes controlled by players.;125000;ew-fps-project;;GB;GBP;1398466932;1398466932;1393088736;1393286532;0;0
kkst298617458;Rama Llama - The World's First Sustainable Sleeping Bag;The Rama Llama is a high performance sleeping bag that boasts to be the first sustainable option to the outdoor market.;12500;rama-llama-what-helps-you-sleep-at-night;;US;USD;1398467222;1398467222;1393216962;1395875222;149;1
kkst53033470;Pin Up: A Photo Retrospective;We are looking to create a photo book tracing the evolution of pin up style photography and art from its inception to the modern day.;2500;pin-up-a-photo-retrospective;;US;USD;1398468629;1398468632;1395625307;1395876629;13;0
kkst1935755029;CaskNCanvas Image Portfolio Kickstarter;Artists of ANY ability will enjoy recreating one of our beautiful, paintings in just about two hours’ time – in a judgment-free zone!;1000;caskncanvas-image-portfolio-kickstarter;;US;USD;1398470400;1398470411;1395778392;1396467622;4;0
kkst644415205;Mobile Frame Zero 002: Alpha Bandit;The indie tabletop wargame of tiny giant LEGO spaceships! by Joshua A.C. Newman;29650;mobile-frame-zero-002-alpha-bandit;;US;USD;1398470400;1398470411;1395100647;1395752392;893;1
kkst380786648;De Toque A Toque;Santiago de Chile, 1978. Four teenagers attend a curfew party - a De Toque A Toque - and they have to grow up overnight.;5000;de-toque-a-toque;;US;USD;1398472039;1398472040;1395032812;1395880039;65;1
kkst797172141;Pacoima part 2;Gritty, Searing New Thriller Details Gang Violence and Street Justice in Pacoima,California.;990;pacoima-part-2;;US;USD;1398473280;1398473280;1394242444;1396570586;1;0
kkst1495505412;Pedal South;Five storytellers will cycle 18,000 miles, from Alaska to Argentina, documenting the diverse cultures and landscapes along the way.;40000;pedal-south;;US;USD;1398473310;1398473310;1394569272;1395881310;417;1
kkst468749661;ARC - animated series;This is an exciting web series about a robot named ARC, who is stranded in space! Pledge now help this ARC reach its full potential!;1000;arc-animated-series;;US;USD;1398473355;1398473355;1395881854;1396313355;2;0
kkst1028114635;The Orphans a zombie book for teen & adult;A zombie story that will leave you on the edge of your seat. This is filled with gore, zombies, love, and government coverups!!;1000;the-orphans-a-zombie-book-for-teen-and-adult;;US;USD;1398473909;1398473909;1395705479;1395881909;5;0
kkst1552027521;BrewNanny Home Brew Monitor;BrewNanny™ accurately measures the health and progress of your home brew and alerts you to problems immediately, wherever you are.;25000;brewnanny-home-brew-monitor;;US;USD;1398477518;1398477518;1364738234;1395885518;158;1
kkst1072977998;Hero Generations;"\"An Indie strategy/rogue-like about life, legacy & love from the creator of Highgrounds. Lovingly dubbed  The 5-Minute Civilization.";32000;hero-generations;;US;USD;1398477600;1398477611;1336319840;1395760255;2355;1
kkst419539372;Winter Chemistry;Set in 1974, two young girls fall in love with their high school chemistry teacher. Adapted from the short story by Joy Williams.;5500;winter-chemistry;;US;USD;1398479125;1398479127;1385234227;1396923925;43;0
kkst1956194958;Oren;From the Mud Grows the Lotus (a Kickstarter campaign);35000;oren;;US;USD;1398479580;1398479580;1393712851;1394206137;201;1
kkst1884807093;*Brand New* Toba and Tambora Record;We need your support to put the finishing touches on our first full length album!;800;brand-new-toba-and-tambora-record;;US;USD;1398481200;1398481214;1396914824;1397188920;16;1
kkst104790381;Rockin Rick Trio wants to make a record;Rockin;1000;rockin-rick-trio-wants-to-make-a-record;;US;USD;1398483184;1398483184;1395269873;1395891184;1;0
kkst1968556292;Sick Of It All;Comedy featuring Chris Doubek, The Sklar Brothers & Harry Dean Stanton. Completion Funds Needed!;;;;;;;;;;;
Black & white;Noir style;"comedy!\"";20000;sick-of-it-all;;US;USD;1398483420;1398483420;1394532765;1395858903;29;0
kkst957742294;autonomy;Exposing the world of weird and interesting things people continue to do out of passion and hunger for life.;1000;autonomy;;US;USD;1398484237;1398484237;1392596707;1395892237;0;0
kkst1481227135;1st & Goal® Digital Football Game;1st & Goal® Digital takes the popular football board game out of the box and online for an exciting cross-platform play experience.;25000;1st-and-goal-digital-football-game;;US;USD;1398484740;1398484742;1388686767;1394819317;191;0
kkst2107977926;Chantale Gagne's New Quartet CD;“A sense of longing lives in these pieces and Gagné proves to be masterful in the molding and shaping of her own creations.” - DB, AAJ;8000;chantale-gagnes-new-quartet-cd;;US;USD;1398484740;1398484740;1394301100;1396017005;73;1
kkst321156255;...an inappropriate affect.      Final Sound Mix;To raise the $2500 needed to add sound mixing to a “completed” film. Production is wrapped, we just need the finishing touches now.;2500;an-inappropriate-affect-final-sound-mix;;US;USD;1398485220;1398485220;1395197776;1395893220;8;0
kkst1313694376;Marble carving in Italy and Switzerland;Help me travel to Europe to study with master sculptor Christian Bolt.;;;;;;;;;;;
"Support this project and receive my model works.\"";4000;marble-carving-in-italy-and-switzerland;;US;USD;1398485561;1398485561;1361139987;1395893561;10;0;;
kkst1725411015;Let's Get ST. iNDiGO's Debut Album Released!;You.  Yes you.  You are going to love this album.  A lot.;5250;st-indigos-debut-album-pressed-on-vinyl;;US;USD;1398486064;1398486064;1394926955;1395894064;4;0
kkst1016299001;StarFall - A Short Film;A young nomadic girl hunts for a fallen star along side a metal salvager in order to bring her parents back to life.;2200;starfall-a-short-film;;US;USD;1398488340;1398488341;1392777116;1396623159;42;1
kkst1632869616;Harvey the Great;A film noir parody that follows Harvey Yeoman, a drinking, chain-smoking playboy who doubles as an enterprising bounty hunter.;9750;harvey-the-great-feature-length-film-noir-parody;;US;USD;1398489707;1398489707;1393011890;1393309307;7;0
kkst315986331;"\"Danny Reyes' Debut Record,  Influences";"\"I am hoping to record my debut record,  Influences  which will be dedicated to musicians and people that have changed my life.\"";11000;danny-reyes-debut-record-influences;;US;USD;1398491940;1398491940;1385528965;1395196367;26;0
kkst537992632;Black Velvet - The Movie;Help our Documentary Crew complete filming of Black Velvet performing live at Christopher Street Day in Germany this June!;5000;black-velvet-the-movie;;US;USD;1398495540;1398495540;1396366935;1396537259;25;0
kkst712774346;Lost Poets Mixtape;For my senior project, I have decided to pair up with my friend JaMaal Thompson to make a mixtape;650;lost-poets-mixtape;;US;USD;1398495540;1398495540;1396655670;1397579379;0;0
kkst138277562;Need to promote my art in a rented space for galleries.;I need funds for my artwork so I can rent out a space downtown for an art gallery I will be hosting. This will be on May 3rd.;2001;need-to-promote-my-art-in-a-rented-space-for-galle;;US;USD;1398495593;1398495612;1396496806;1397113193;1;0
kkst457707728;SHOAL - A Touring Interactive Art Installation;The Magic Light Show is busy creating SHOAL, a sea of illuminated, interactive fish-on-sticks.;6000;shoal-a-touring-interactive-art-installation;;GB;GBP;1398495600;1398495614;1394971889;1396602925;67;0
kkst469832614;Align - A Minimal Pen with a Twist;The world's first dislocated twist pen ever made ! An exquisite pen with a sculptural shape. Innovation and quality made affordable.;7500;align-a-minimal-pen-with-a-twist;;GB;GBP;1398495600;1398495611;1394185843;1395258818;553;1
kkst1823070794;Chopstick Dexterity Mega Challenge 3000 (CDMC 3K) Board Game;CDMC 3K is a Dexterity Challenge Game where players fight in an epic battle of Chopstick Dexterity to be the ultimate victor in battle!;5000;chopstick-dexterity-mega-challenge-3000-cdmc-3k-bo;;US;USD;1398497967;1398497967;1383796672;1395905967;270;1
kkst1852718319;Citizens United, The Movie, Day One Shoot;This will be a full length feature, dramatic movie, on the issues of corporations are not people, money is not speech, and more.;5000;citizens-united-the-movie-day-one-shoot;;US;USD;1398509834;1398509836;1394148437;1395917834;1054;1
